Occasion,Household,Week,Loyalty,Price,Feature,Display,Tide,Wisk,Era,Choice,Brand
234,223,2,0.11,4.67,0,0,0,0,0,0,4
235,223,9,0.0,5.28,1,1,1,0,0,0,1
235,223,9,0.78,4.22,0,0,0,1,0,1,2
235,223,9,0.11,5.28,0,0,0,0,1,0,3
235,223,9,0.11,4.89,0,0,0,0,0,0,4
236,223,15,0.0,5.38,0,0,1,0,0,0,1
236,223,15,0.78,4.98,0,0,0,1,0,1,2
236,223,15,0.11,6.45,0,0,0,0,1,0,3
236,223,15,0.11,6.55,0,0,0,0,0,0,4
237,223,27,0.0,5.38,0,0,1,0,0,0,1
237,223,27,0.78,4.98,0,0,0,1,0,1,2
237,223,27,0.11,6.55,0,0,0,0,1,0,3
237,223,27,0.11,4.98,0,0,0,0,0,0,4
238,223,33,0.0,5.38,0,0,1,0,0,0,1
238,223,33,0.78,4.98,0,0,0,1,0,1,2
238,223,33,0.11,5.45,0,0,0,0,1,0,3
238,223,33,0.11,4.98,0,0,0,0,0,0,4
239,223,36,0.0,6.55,0,0,1,0,0,0,1
239,223,36,0.78,4.98,0,0,0,1,0,1,2
239,223,36,0.11,5.45,0,0,0,0,1,0,3
239,223,36,0.11,3.88,1,0,0,0,0,0,4
240,223,39,0.0,6.55,0,0,1,0,0,0,1
240,223,39,0.78,4.67,0,0,0,1,0,1,2
240,223,39,0.11,4.67,1,0,0,0,1,0,3
240,223,39,0.11,4.67,0,0,0,0,0,0,4
241,223,41,0.0,6.55,0,0,1,0,0,0,1
241,223,41,0.78,3.81,1,1,0,1,0,1,2
241,223,41,0.11,5.45,0,0,0,0,1,0,3
241,223,41,0.11,4.67,0,0,0,0,0,0,4
242,223,50,0.0,7.02,0,0,1,0,0,0,1
242,223,50,0.78,4.67,0,0,0,1,0,1,2
242,223,50,0.11,7.02,0,0,0,0,1,0,3
242,223,50,0.11,5.45,0,0,0,0,0,0,4
243,232,11,0.0,5.38,0,0,1,0,0,0,1
243,232,11,0.67,6.55,0,0,0,1,0,0,2
243,232,11,0.33,5.38,0,0,0,0,1,0,3
243,232,11,0.0,6.55,0,0,0,0,0,1,4
244,232,13,0.0,5.38,0,0,1,0,0,0,1
244,232,13,0.67,6.55,0,0,0,1,0,1,2
244,232,13,0.33,6.45,0,0,0,0,1,0,3
244,232,13,0.0,6.55,0,0,0,0,0,0,4
245,232,15,0.0,5.38,0,0,1,0,0,0,1
245,232,15,0.67,4.98,0,0,0,1,0,1,2
245,232,15,0.33,6.45,0,0,0,0,1,0,3
245,232,15,0.0,6.55,0,0,0,0,0,0,4
246,232,35,0.0,5.38,0,0,1,0,0,0,1
246,232,35,0.67,4.98,0,0,0,1,0,0,2
246,232,35,0.33,5.45,0,0,0,0,1,0,3
246,232,35,0.0,4.67,0,0,0,0,0,1,4
247,232,36,0.0,6.55,0,0,1,0,0,0,1
247,232,36,0.67,4.98,0,0,0,1,0,0,2
247,232,36,0.33,5.45,0,0,0,0,1,1,3
247,232,36,0.0,3.88,1,0,0,0,0,0,4
248,232,37,0.0,6.55,0,0,1,0,0,0,1
248,232,37,0.67,4.98,0,0,0,1,0,0,2
248,232,37,0.33,4.67,1,0,0,0,1,1,3
248,232,37,0.0,3.88,0,0,0,0,0,0,4
249,232,37,0.0,6.55,0,0,1,0,0,0,1
249,232,37,0.67,4.98,0,0,0,1,0,0,2
249,232,37,0.33,4.67,1,0,0,0,1,0,3
249,232,37,0.0,3.88,0,0,0,0,0,1,4
250,232,48,0.0,7.02,0,0,1,0,0,0,1
250,232,48,0.67,3.88,0,0,0,1,0,1,2
250,232,48,0.33,7.02,0,0,0,0,1,0,3
250,232,48,0.0,5.45,0,0,0,0,0,0,4
251,234,1,0.05,5.08,1,1,1,0,0,1,1
251,234,1,0.05,4.33,0,0,0,1,0,0,2
251,234,1,0.46,6.55,0,0,0,0,1,0,3
251,234,1,0.41,4.98,0,0,0,0,0,0,4
252,234,1,0.05,5.08,0,1,1,0,0,1,1
252,234,1,0.05,4.22,1,1,0,1,0,0,2
252,234,1,0.46,6.45,0,0,0,0,1,0,3
252,234,1,0.41,4.89,0,0,0,0,0,0,4
253,234,14,0.05,5.36,0,0,1,0,0,0,1
253,234,14,0.05,4.89,0,0,0,1,0,0,2
253,234,14,0.46,6.45,0,0,0,0,1,1,3
253,234,14,0.41,6.45,0,0,0,0,0,0,4
254,234,29,0.05,6.45,0,0,1,0,0,0,1
254,234,29,0.05,4.67,0,0,0,1,0,0,2
254,234,29,0.46,6.45,0,0,0,0,1,0,3
254,234,29,0.41,4.67,0,0,0,0,0,1,4
255,234,49,0.05,7.02,0,0,1,0,0,0,1
255,234,49,0.05,4.67,0,0,0,1,0,0,2
255,234,49,0.46,7.02,0,0,0,0,1,1,3
255,234,49,0.41,5.45,0,0,0,0,0,0,4
256,234,49,0.05,7.02,0,0,1,0,0,0,1
256,234,49,0.05,4.67,0,0,0,1,0,0,2
256,234,49,0.46,7.02,0,0,0,0,1,0,3
256,234,49,0.41,5.45,0,0,0,0,0,1,4
257,234,51,0.05,6.95,0,0,1,0,0,0,1
257,234,51,0.05,4.67,0,0,0,1,0,0,2
257,234,51,0.46,6.95,0,0,0,0,1,1,3
257,234,51,0.41,5.39,0,0,0,0,0,0,4
258,239,10,0.0,5.38,0,0,1,0,0,0,1
258,239,10,1.0,4.67,0,0,0,1,0,1,2
258,239,10,0.0,5.38,0,0,0,0,1,0,3
258,239,10,0.0,6.55,0,0,0,0,0,0,4
259,239,28,0.0,5.38,0,0,1,0,0,0,1
259,239,28,1.0,4.98,0,0,0,1,0,1,2
259,239,28,0.0,6.55,0,0,0,0,1,0,3
259,239,28,0.0,4.98,0,0,0,0,0,0,4
260,239,42,0.0,6.55,0,0,1,0,0,1,1
260,239,42,1.0,3.81,0,0,0,1,0,0,2
260,239,42,0.0,5.45,0,0,0,0,1,0,3
260,239,42,0.0,4.67,0,0,0,0,0,0,4
261,239,50,0.0,7.02,0,0,1,0,0,0,1
261,239,50,1.0,4.67,0,0,0,1,0,1,2
261,239,50,0.0,7.02,0,0,0,0,1,0,3
261,239,50,0.0,5.45,0,0,0,0,0,0,4
262,244,11,0.35,5.28,0,0,1,0,0,0,1
262,244,11,0.0,4.2,0,0,0,1,0,0,2
262,244,11,0.47,5.28,0,0,0,0,1,1,3
262,244,11,0.12,6.45,0,0,0,0,0,0,4
263,244,13,0.35,5.28,0,0,1,0,0,1,1
263,244,13,0.0,4.89,0,0,0,1,0,0,2
263,244,13,0.47,5.28,0,0,0,0,1,0,3
263,244,13,0.12,6.45,0,0,0,0,0,0,4
264,244,13,0.35,5.28,0,0,1,0,0,0,1
264,244,13,0.0,4.89,0,0,0,1,0,0,2
264,244,13,0.47,5.28,0,0,0,0,1,1,3
264,244,13,0.12,6.45,0,0,0,0,0,0,4
265,244,16,0.35,5.38,0,0,1,0,0,1,1
265,244,16,0.0,4.98,0,0,0,1,0,0,2
265,244,16,0.47,6.55,0,0,0,0,1,0,3
265,244,16,0.12,6.55,0,0,0,0,0,0,4
266,244,19,0.35,5.39,0,0,1,0,0,0,1
266,244,19,0.0,4.83,0,0,0,1,0,0,2
266,244,19,0.47,6.56,0,0,0,0,1,1,3
266,244,19,0.12,6.63,0,0,0,0,0,0,4
267,244,43,0.35,6.56,0,0,1,0,0,0,1
267,244,43,0.0,4.22,0,1,0,1,0,0,2
267,244,43,0.47,4.75,0,0,0,0,1,1,3
267,244,43,0.12,3.88,0,0,0,0,0,0,4
268,252,23,0.25,4.67,0,0,1,0,0,0,1
268,252,23,0.44,4.98,0,0,0,1,0,1,2
268,252,23,0.25,6.55,0,0,0,0,1,0,3
268,252,23,0.0,4.98,0,0,0,0,0,0,4
269,252,32,0.25,6.45,0,0,1,0,0,0,1
269,252,32,0.44,4.89,0,0,0,1,0,1,2
269,252,32,0.25,6.45,0,0,0,0,1,0,3
269,252,32,0.0,4.2,1,1,0,0,0,0,4
270,252,34,0.25,5.38,0,0,1,0,0,1,1
270,252,34,0.44,4.98,0,0,0,1,0,0,2
270,252,34,0.25,5.45,0,0,0,0,1,0,3
270,252,34,0.0,6.55,0,0,0,0,0,0,4
271,252,40,0.25,6.45,0,0,1,0,0,0,1
271,252,40,0.44,4.52,0,1,0,1,0,1,2
271,252,40,0.25,5.45,0,0,0,0,1,0,3
271,252,40,0.0,4.67,0,0,0,0,0,0,4
272,256,1,1.0,5.08,1,1,1,0,0,1,1
272,256,1,0.0,4.98,0,0,0,1,0,0,2
272,256,1,0.0,6.56,0,0,0,0,1,0,3
272,256,1,0.0,5.02,0,0,0,0,0,0,4
273,256,10,1.0,4.67,0,0,1,0,0,1,1
273,256,10,0.0,4.98,0,0,0,1,0,0,2
273,256,10,0.0,5.38,0,0,0,0,1,0,3
273,256,10,0.0,4.5,0,0,0,0,0,0,4
274,256,26,1.0,6.45,0,0,1,0,0,1,1
274,256,26,0.0,4.89,0,0,0,1,0,0,2
274,256,26,0.0,6.45,0,0,0,0,1,0,3
274,256,26,0.0,6.45,0,0,0,0,0,0,4
275,256,36,1.0,6.45,0,0,1,0,0,1,1
275,256,36,0.0,4.89,0,0,0,1,0,0,2
275,256,36,0.0,5.45,0,1,0,0,1,0,3
275,256,36,0.0,4.67,0,0,0,0,0,0,4
276,264,1,0.0,6.45,0,0,1,0,0,0,1
276,264,1,1.0,3.89,1,1,0,1,0,1,2
276,264,1,0.0,6.45,0,0,0,0,1,0,3
276,264,1,0.0,4.89,0,0,0,0,0,0,4
277,264,7,0.0,6.45,0,0,1,0,0,0,1
277,264,7,1.0,4.36,0,1,0,1,0,1,2
277,264,7,0.0,5.28,0,0,0,0,1,0,3
277,264,7,0.0,4.89,0,0,0,0,0,0,4
278,264,11,0.0,5.28,0,0,1,0,0,0,1
278,264,11,1.0,4.27,0,1,0,1,0,1,2
278,264,11,0.0,5.28,0,0,0,0,1,0,3
278,264,11,0.0,4.89,0,0,0,0,0,0,4
279,264,17,0.0,6.45,0,0,1,0,0,0,1
279,264,17,1.0,4.89,0,0,0,1,0,1,2
279,264,17,0.0,5.28,0,0,0,0,1,0,3
279,264,17,0.0,4.89,0,0,0,0,0,0,4
280,264,23,0.0,6.45,0,0,1,0,0,0,1
280,264,23,1.0,4.89,0,0,0,1,0,1,2
280,264,23,0.0,6.45,0,0,0,0,1,0,3
280,264,23,0.0,4.89,0,0,0,0,0,0,4
281,264,33,0.0,6.45,0,0,1,0,0,0,1
281,264,33,1.0,4.89,0,0,0,1,0,1,2
281,264,33,0.0,5.45,0,0,0,0,1,0,3
281,264,33,0.0,4.28,0,0,0,0,0,0,4
282,264,37,0.0,6.45,0,0,1,0,0,0,1
282,264,37,1.0,4.89,0,0,0,1,0,1,2
282,264,37,0.0,5.45,0,1,0,0,1,0,3
282,264,37,0.0,4.67,0,0,0,0,0,0,4
283,264,41,0.0,6.45,0,0,1,0,0,0,1
283,264,41,1.0,4.52,0,0,0,1,0,1,2
283,264,41,0.0,5.45,0,0,0,0,1,0,3
283,264,41,0.0,4.67,0,0,0,0,0,0,4
284,264,47,0.0,6.78,0,0,1,0,0,0,1
284,264,47,1.0,3.89,0,1,0,1,0,1,2
284,264,47,0.0,6.95,0,0,0,0,1,0,3
284,264,47,0.0,4.89,0,0,0,0,0,0,4
285,266,8,0.0,5.14,1,1,1,0,0,0,1
285,266,8,0.1,4.67,0,0,0,1,0,0,2
285,266,8,0.9,5.28,0,0,0,0,1,1,3
285,266,8,0.0,4.98,0,0,0,0,0,0,4
286,266,15,0.0,4.67,0,0,1,0,0,0,1
286,266,15,0.1,4.67,0,0,0,1,0,1,2
286,266,15,0.9,6.55,0,0,0,0,1,0,3
286,266,15,0.0,6.55,0,0,0,0,0,0,4
287,266,26,0.0,4.67,0,0,1,0,0,0,1
287,266,26,0.1,4.98,0,0,0,1,0,0,2
287,266,26,0.9,6.55,0,0,0,0,1,1,3
287,266,26,0.0,4.98,0,0,0,0,0,0,4
288,266,43,0.0,6.45,0,0,1,0,0,0,1
288,266,43,0.1,4.67,0,1,0,1,0,0,2
288,266,43,0.9,5.45,0,0,0,0,1,1,3
288,266,43,0.0,4.67,0,0,0,0,0,0,4
289,266,47,0.0,6.36,0,0,1,0,0,0,1
289,266,47,0.1,4.22,0,0,0,1,0,0,2
289,266,47,0.9,5.3,0,0,0,0,1,1,3
289,266,47,0.0,4.52,0,0,0,0,0,0,4
290,268,1,0.0,5.08,1,1,1,0,0,0,1
290,268,1,0.91,4.33,0,0,0,1,0,1,2
290,268,1,0.0,6.45,0,0,0,0,1,0,3
290,268,1,0.09,4.67,0,0,0,0,0,0,4
291,268,9,0.0,5.28,1,1,1,0,0,0,1
291,268,9,0.91,4.22,0,0,0,1,0,1,2
291,268,9,0.0,5.28,0,0,0,0,1,0,3
291,268,9,0.09,4.89,0,0,0,0,0,0,4
292,268,21,0.0,5.38,0,0,1,0,0,0,1
292,268,21,0.91,4.98,0,0,0,1,0,1,2
292,268,21,0.0,6.55,0,0,0,0,1,0,3
292,268,21,0.09,4.98,0,0,0,0,0,0,4
293,268,27,0.0,5.38,0,0,1,0,0,0,1
293,268,27,0.91,4.98,0,0,0,1,0,1,2
293,268,27,0.0,6.55,0,0,0,0,1,0,3
293,268,27,0.09,4.98,0,0,0,0,0,0,4
294,268,48,0.0,5.44,0,0,1,0,0,0,1
294,268,48,0.91,4.22,0,0,0,1,0,1,2
294,268,48,0.0,6.88,0,0,0,0,1,0,3
294,268,48,0.09,5.33,0,0,0,0,0,0,4
295,268,52,0.0,7.02,0,0,1,0,0,0,1
295,268,52,0.91,4.67,0,0,0,1,0,1,2
295,268,52,0.0,7.02,0,0,0,0,1,0,3
295,268,52,0.09,5.45,0,0,0,0,0,0,4
296,269,2,1.0,5.08,0,1,1,0,0,1,1
296,269,2,0.0,4.67,0,0,0,1,0,0,2
296,269,2,0.0,6.55,0,0,0,0,1,0,3
296,269,2,0.0,4.89,0,0,0,0,0,0,4
297,269,4,1.0,5.08,0,0,1,0,0,1,1
297,269,4,0.0,4.67,0,0,0,1,0,0,2
297,269,4,0.0,5.28,0,0,0,0,1,0,3
297,269,4,0.0,4.89,0,0,0,0,0,0,4
298,269,10,1.0,6.55,0,0,1,0,0,1,1
298,269,10,0.0,4.98,0,0,0,1,0,0,2
298,269,10,0.0,5.38,0,0,0,0,1,0,3
298,269,10,0.0,4.98,0,0,0,0,0,0,4
299,269,14,1.0,4.67,0,0,1,0,0,1,1
299,269,14,0.0,4.67,0,0,0,1,0,0,2
299,269,14,0.0,6.55,0,0,0,0,1,0,3
299,269,14,0.0,6.55,0,0,0,0,0,0,4
300,269,16,1.0,4.67,0,0,1,0,0,1,1
300,269,16,0.0,4.98,0,0,0,1,0,0,2
300,269,16,0.0,6.55,0,0,0,0,1,0,3
300,269,16,0.0,6.55,0,0,0,0,0,0,4
301,269,18,1.0,4.67,0,0,1,0,0,1,1
301,269,18,0.0,4.98,0,0,0,1,0,0,2
301,269,18,0.0,6.55,0,0,0,0,1,0,3
301,269,18,0.0,6.55,0,0,0,0,0,0,4
302,269,19,1.0,4.67,0,0,1,0,0,1,1
302,269,19,0.0,4.98,0,0,0,1,0,0,2
302,269,19,0.0,6.55,0,0,0,0,1,0,3
302,269,19,0.0,4.98,0,0,0,0,0,0,4
303,269,26,1.0,4.67,0,0,1,0,0,1,1
303,269,26,0.0,4.98,0,0,0,1,0,0,2
303,269,26,0.0,6.55,0,0,0,0,1,0,3
303,269,26,0.0,4.98,0,0,0,0,0,0,4
304,269,32,1.0,5.38,0,0,1,0,0,1,1
304,269,32,0.0,4.98,0,0,0,1,0,0,2
304,269,32,0.0,5.45,0,0,0,0,1,0,3
304,269,32,0.0,6.55,0,0,0,0,0,0,4
305,269,34,1.0,5.38,0,0,1,0,0,1,1
305,269,34,0.0,4.98,0,0,0,1,0,0,2
305,269,34,0.0,5.45,0,0,0,0,1,0,3
305,269,34,0.0,6.55,0,0,0,0,0,0,4
306,269,36,1.0,5.38,0,0,1,0,0,1,1
306,269,36,0.0,4.98,0,0,0,1,0,0,2
306,269,36,0.0,5.45,0,0,0,0,1,0,3
306,269,36,0.0,3.88,1,1,0,0,0,0,4
307,269,46,1.0,5.28,0,0,1,0,0,1,1
307,269,46,0.0,4.22,0,0,0,1,0,0,2
307,269,46,0.0,6.45,0,0,0,0,1,0,3
307,269,46,0.0,4.22,0,0,0,0,0,0,4
308,269,48,1.0,5.44,0,0,1,0,0,1,1
308,269,48,0.0,4.22,0,0,0,1,0,0,2
308,269,48,0.0,6.88,0,0,0,0,1,0,3
308,269,48,0.0,5.33,0,0,0,0,0,0,4
309,269,52,1.0,6.94,0,0,1,0,0,1,1
309,269,52,0.0,4.22,0,0,0,1,0,0,2
309,269,52,0.0,6.94,0,0,0,0,1,0,3
309,269,52,0.0,5.33,0,0,0,0,0,0,4
310,271,2,0.37,6.45,0,0,1,0,0,0,1
310,271,2,0.19,3.89,0,1,0,1,0,1,2
310,271,2,0.37,6.45,0,0,0,0,1,0,3
310,271,2,0.0,4.89,0,0,0,0,0,0,4
311,271,14,0.37,5.38,0,0,1,0,0,1,1
311,271,14,0.19,6.55,0,0,0,1,0,0,2
311,271,14,0.37,6.45,0,0,0,0,1,0,3
311,271,14,0.0,6.55,0,0,0,0,0,0,4
312,271,14,0.37,5.38,0,0,1,0,0,1,1
312,271,14,0.19,6.55,0,0,0,1,0,0,2
312,271,14,0.37,6.45,0,0,0,0,1,0,3
312,271,14,0.0,6.55,0,0,0,0,0,0,4
313,271,33,0.37,5.28,0,0,1,0,0,0,1
313,271,33,0.19,4.89,0,0,0,1,0,0,2
313,271,33,0.37,4.92,0,1,0,0,1,1,3
313,271,33,0.0,4.89,0,0,0,0,0,0,4
314,271,35,0.37,6.45,0,0,1,0,0,0,1
314,271,35,0.19,4.89,0,0,0,1,0,0,2
314,271,35,0.37,5.45,0,1,0,0,1,1,3
314,271,35,0.0,4.67,0,0,0,0,0,0,4
315,271,37,0.37,6.55,0,0,1,0,0,0,1
315,271,37,0.19,6.55,0,0,0,1,0,0,2
315,271,37,0.37,4.67,1,1,0,0,1,1,3
315,271,37,0.0,3.88,0,0,0,0,0,0,4
316,271,50,0.37,6.95,0,0,1,0,0,0,1
316,271,50,0.19,3.89,0,0,0,1,0,1,2
316,271,50,0.37,6.95,0,0,0,0,1,0,3
316,271,50,0.0,5.27,0,0,0,0,0,0,4
317,273,4,0.6,4.67,0,1,1,0,0,1,1
317,273,4,0.4,4.67,0,0,0,1,0,0,2
317,273,4,0.0,5.28,0,0,0,0,1,0,3
317,273,4,0.0,4.98,0,0,0,0,0,0,4
318,273,4,0.6,4.67,0,1,1,0,0,1,1
318,273,4,0.4,4.67,0,0,0,1,0,0,2
318,273,4,0.0,5.28,0,0,0,0,1,0,3
318,273,4,0.0,4.98,0,0,0,0,0,0,4
319,273,14,0.6,5.36,0,0,1,0,0,0,1
319,273,14,0.4,4.89,0,0,0,1,0,1,2
319,273,14,0.0,6.45,0,0,0,0,1,0,3
319,273,14,0.0,6.45,0,0,0,0,0,0,4
320,273,24,0.6,6.45,0,0,1,0,0,0,1
320,273,24,0.4,4.89,0,0,0,1,0,1,2
320,273,24,0.0,6.45,0,0,0,0,1,0,3
320,273,24,0.0,4.89,0,0,0,0,0,0,4
321,273,33,0.6,6.45,0,0,1,0,0,0,1
321,273,33,0.4,4.89,0,0,0,1,0,1,2
321,273,33,0.0,5.45,0,0,0,0,1,0,3
321,273,33,0.0,4.2,0,0,0,0,0,0,4
322,273,35,0.6,6.45,0,0,1,0,0,1,1
322,273,35,0.4,4.89,0,0,0,1,0,0,2
322,273,35,0.0,5.45,0,1,0,0,1,0,3
322,273,35,0.0,4.67,0,0,0,0,0,0,4
323,273,39,0.6,6.45,0,0,1,0,0,0,1
323,273,39,0.4,4.52,1,1,0,1,0,1,2
323,273,39,0.0,5.45,0,0,0,0,1,0,3
323,273,39,0.0,4.67,0,0,0,0,0,0,4
324,275,6,0.0,4.67,0,0,1,0,0,0,1
324,275,6,1.0,4.67,0,0,0,1,0,1,2
324,275,6,0.0,5.28,0,0,0,0,1,0,3
324,275,6,0.0,4.94,1,0,0,0,0,0,4
325,275,10,0.0,6.55,0,0,1,0,0,0,1
325,275,10,1.0,4.98,0,0,0,1,0,1,2
325,275,10,0.0,5.38,0,0,0,0,1,0,3
325,275,10,0.0,4.98,0,0,0,0,0,0,4
326,275,17,0.0,4.67,0,0,1,0,0,0,1
326,275,17,1.0,4.98,0,0,0,1,0,1,2
326,275,17,0.0,6.55,0,0,0,0,1,0,3
326,275,17,0.0,4.98,0,0,0,0,0,0,4
327,275,32,0.0,5.38,0,0,1,0,0,0,1
327,275,32,1.0,4.98,0,0,0,1,0,1,2
327,275,32,0.0,5.45,0,0,0,0,1,0,3
327,275,32,0.0,6.55,0,0,0,0,0,0,4
328,275,37,0.0,6.55,0,0,1,0,0,0,1
328,275,37,1.0,6.55,0,0,0,1,0,1,2
328,275,37,0.0,4.67,1,1,0,0,1,0,3
328,275,37,0.0,3.88,0,0,0,0,0,0,4
329,275,42,0.0,6.55,0,0,1,0,0,0,1
329,275,42,1.0,3.81,0,0,0,1,0,1,2
329,275,42,0.0,5.45,0,0,0,0,1,0,3
329,275,42,0.0,6.55,0,0,0,0,0,0,4
330,275,44,0.0,6.55,0,0,1,0,0,0,1
330,275,44,1.0,4.67,0,0,0,1,0,1,2
330,275,44,0.0,5.45,0,0,0,0,1,0,3
330,275,44,0.0,6.55,0,0,0,0,0,0,4
331,278,1,0.0,6.45,0,0,1,0,0,0,1
331,278,1,1.0,3.89,1,1,0,1,0,1,2
331,278,1,0.0,6.45,0,0,0,0,1,0,3
331,278,1,0.0,4.89,0,0,0,0,0,0,4
332,278,1,0.0,6.45,0,0,1,0,0,0,1
332,278,1,1.0,3.89,1,1,0,1,0,1,2
332,278,1,0.0,6.45,0,0,0,0,1,0,3
332,278,1,0.0,4.89,0,0,0,0,0,0,4
333,278,2,0.0,6.45,0,0,1,0,0,0,1
333,278,2,1.0,3.89,0,1,0,1,0,1,2
333,278,2,0.0,6.45,0,0,0,0,1,0,3
333,278,2,0.0,4.89,0,0,0,0,0,0,4
334,278,5,0.0,6.45,0,0,1,0,0,0,1
334,278,5,1.0,4.36,0,1,0,1,0,1,2
334,278,5,0.0,6.45,0,0,0,0,1,0,3
334,278,5,0.0,4.89,0,0,0,0,0,0,4
335,278,23,0.0,6.45,0,0,1,0,0,0,1
335,278,23,1.0,4.89,0,0,0,1,0,1,2
335,278,23,0.0,6.45,0,0,0,0,1,0,3
335,278,23,0.0,4.67,0,0,0,0,0,0,4
336,278,28,0.0,6.45,0,0,1,0,0,0,1
336,278,28,1.0,4.67,1,1,0,1,0,1,2
336,278,28,0.0,6.45,0,0,0,0,1,0,3
336,278,28,0.0,6.45,0,0,0,0,0,0,4
337,278,41,0.0,6.45,0,0,1,0,0,0,1
337,278,41,1.0,4.67,0,0,0,1,0,1,2
337,278,41,0.0,5.45,0,0,0,0,1,0,3
337,278,41,0.0,4.67,0,0,0,0,0,0,4
338,278,49,0.0,6.95,0,0,1,0,0,0,1
338,278,49,1.0,3.89,0,0,0,1,0,1,2
338,278,49,0.0,6.95,0,0,0,0,1,0,3
338,278,49,0.0,5.39,0,0,0,0,0,0,4
339,285,5,0.0,4.67,0,1,1,0,0,1,1
339,285,5,0.0,4.33,0,0,0,1,0,0,2
339,285,5,0.0,5.28,0,0,0,0,1,0,3
339,285,5,1.0,4.67,1,0,0,0,0,0,4
340,285,6,0.0,4.67,0,0,1,0,0,0,1
340,285,6,0.0,4.67,0,0,0,1,0,0,2
340,285,6,0.0,5.28,0,0,0,0,1,0,3
340,285,6,1.0,4.94,1,0,0,0,0,1,4
341,285,10,0.0,4.67,0,0,1,0,0,0,1
341,285,10,0.0,4.98,0,0,0,1,0,0,2
341,285,10,0.0,5.38,0,0,0,0,1,0,3
341,285,10,1.0,4.5,0,0,0,0,0,1,4
342,285,45,0.0,6.55,0,0,1,0,0,0,1
342,285,45,0.0,4.67,0,0,0,1,0,1,2
342,285,45,0.0,6.55,0,0,0,0,1,0,3
342,285,45,1.0,4.67,0,0,0,0,0,0,4
343,285,47,0.0,7.02,0,0,1,0,0,0,1
343,285,47,0.0,3.88,1,0,0,1,0,1,2
343,285,47,0.0,7.02,0,0,0,0,1,0,3
343,285,47,1.0,5.45,0,0,0,0,0,0,4
344,285,49,0.0,7.02,0,0,1,0,0,0,1
344,285,49,0.0,4.67,0,0,0,1,0,1,2
344,285,49,0.0,7.02,0,0,0,0,1,0,3
344,285,49,1.0,5.45,0,0,0,0,0,0,4
345,289,5,0.0,5.28,0,0,1,0,0,0,1
345,289,5,0.43,4.22,0,0,0,1,0,0,2
345,289,5,0.14,6.45,0,0,0,0,1,0,3
345,289,5,0.43,4.89,0,0,0,0,0,1,4
346,289,14,0.0,5.28,1,1,1,0,0,0,1
346,289,14,0.43,4.22,0,0,0,1,0,0,2
346,289,14,0.14,5.28,0,0,0,0,1,0,3
346,289,14,0.43,4.89,0,0,0,0,0,1,4
347,289,32,0.0,5.28,0,0,1,0,0,0,1
347,289,32,0.43,4.89,0,0,0,1,0,0,2
347,289,32,0.14,4.92,0,0,0,0,1,0,3
347,289,32,0.43,4.22,0,0,0,0,0,1,4
348,289,37,0.0,5.28,0,0,1,0,0,0,1
348,289,37,0.43,4.89,0,0,0,1,0,0,2
348,289,37,0.14,4.92,0,0,0,0,1,0,3
348,289,37,0.43,4.22,0,1,0,0,0,1,4
